"Incident ID","Incident Date",State,"City Or County",Address,"# Victims Injured","# Victims Killed","# Subjects-Suspects Injured","# Subjects-Suspects Killed","# Subjects-Suspects Arrested",Operations
2435436,"October 11, 2022",Kansas,Salina,"730 E Magnolia Rd",0,0,0,0,3,N/A
2435505,"October 11, 2022",Alabama,Birmingham,"2101 Jefferson Ave SW",1,0,0,0,0,N/A
2435187,"October 10, 2022",Florida,Hialeah,"5987 E 7th Ave",0,0,0,0,1,N/A
2435298,"October 10, 2022","South Carolina",Columbia,"1701 Westchester Dr",0,0,0,0,1,N/A
2435225,"October 10, 2022",Ohio,Columbus,"2400 S Hamilton Rd",0,0,0,0,1,N/A
2434860,"October 10, 2022",Wisconsin,Milwaukee,"8135 W Florist Ave",0,0,1,0,1,N/A
2435104,"October 10, 2022",Ohio,Columbus,"211 E 7th Ave",0,0,0,0,1,N/A
2434287,"October 10, 2022","North Carolina",Waxhaw,"1400 Cuthbertson Rd",0,0,0,0,1,N/A
2433352,"October 8, 2022",California,Berkeley,"Durant Ave and Telegraph Ave",3,1,0,0,2,N/A
2435330,"October 8, 2022",Kansas,"Kansas City","2400 Steele Rd",0,0,0,0,0,N/A
2433428,"October 8, 2022",Maryland,Baltimore,"4300 block of Hillen Rd",1,0,0,0,0,N/A
2433751,"October 7, 2022",Michigan,"Battle Creek","62 Champion St",0,0,0,0,0,N/A
2432879,"October 7, 2022",Arizona,Phoenix,"3333 W Roosevelt St",0,0,0,0,0,N/A
2436126,"October 7, 2022",Ohio,"Dayton (Huber Heights)","5400 Chambersburg Rd",0,0,0,0,1,N/A
2432745,"October 7, 2022",Ohio,Toledo,"5 Whitmer Dr",3,0,0,0,0,N/A
2433405,"October 7, 2022",Connecticut,Hartford,"415 Granby St",0,0,0,0,1,N/A
2435008,"October 7, 2022","South Carolina",Seabrook,"169 State Hwy S 7-549",0,0,0,0,1,N/A
2435004,"October 7, 2022",Texas,Houston,"7555 Houston Sugar Land Rd",0,0,0,0,1,N/A
2432878,"October 7, 2022",Nevada,"Las Vegas","9370 Brent Ln",0,0,0,0,0,N/A
2432859,"October 7, 2022","North Carolina",Lawndale,"307 E Stage Coach Trl",0,0,0,0,1,N/A
2433393,"October 7, 2022",Wyoming,Casper,"930 S Elm St",0,0,0,0,0,N/A
2432735,"October 6, 2022",Delaware,Newark,"750 E Delaware Ave",0,0,0,0,1,N/A
2432658,"October 6, 2022",Texas,"Rio Hondo","22547 TX-345",0,0,0,0,1,N/A
2432244,"October 6, 2022",Virginia,Richmond,"4314 Crutchfield St",0,0,0,0,1,N/A
2432590,"October 6, 2022",Minnesota,"Minneapolis (Coon Rapids)","2340 Northdale Blvd NW",0,0,0,0,4,N/A
2431717,"October 6, 2022",Oklahoma,"Oklahoma City (Midwest City)","213 Elm St",0,0,0,0,1,N/A
2431763,"October 6, 2022",Virginia,Petersburg,"1 Hayden St",0,0,0,0,0,N/A
2432069,"October 6, 2022",Florida,Citra,"151 W Hwy 329",0,0,0,0,1,N/A
2432107,"October 6, 2022",Ohio,Columbus,"1265 Koebel Rd",0,0,0,0,0,N/A
2431119,"October 5, 2022",Georgia,Savannah,"12419 Largo Dr",0,0,0,0,1,N/A
2433194,"October 5, 2022",Texas,Cypress,"7425 Westgreen Blvd",0,0,0,0,1,N/A
2431470,"October 5, 2022",Arkansas,"Little Rock","1500 S Park St",0,0,0,0,1,N/A
2431054,"October 5, 2022",Arizona,Tucson,"1133 E James E Rodgers Way",1,1,0,0,1,N/A
2431081,"October 5, 2022","South Carolina",Hopkins,"2615 Lower Richland Blvd",0,0,0,0,1,N/A
2435010,"October 5, 2022","South Carolina",Beaufort,"1 Blue Dolphin Dr",0,0,0,0,1,N/A
2431228,"October 5, 2022","New Mexico",Albuquerque,"1505 Candelaria Rd NW",0,0,0,0,1,N/A
2430450,"October 4, 2022",Oklahoma,Norman,"911 W Main St",0,0,0,0,1,N/A
2429961,"October 4, 2022",Kentucky,Louisville,"1130 W Chestnut St",0,0,0,0,0,N/A
2430211,"October 4, 2022",Kansas,"Garden City","2720 Buffalo Way Blvd",0,0,0,0,1,N/A
2430199,"October 4, 2022",Missouri,"Kansas City","6501 NW 72nd St",0,0,0,0,1,N/A
2430163,"October 4, 2022",Wisconsin,Milwaukee,"N 20th St and W Michigan St",0,0,0,0,0,N/A
2430125,"October 4, 2022",Colorado,"Colorado Springs","1675 Winnebago Rd",0,0,0,0,1,N/A
2430247,"October 4, 2022",Massachusetts,Boston,"60 Washington St",1,0,0,0,1,N/A
2434726,"October 3, 2022",Utah,Ogden,"1080 9th St",0,0,0,0,1,N/A
2431909,"October 3, 2022",Indiana,"Fort Wayne","475 E State Blvd",0,0,0,0,1,N/A
2430189,"October 3, 2022",Texas,Donna,"400 N D Salinas Blvd",0,0,0,0,1,N/A
2429319,"October 3, 2022",Iowa,"Des Moines","1111 E Army Post Rd",1,0,0,0,0,N/A
2430002,"October 3, 2022",Michigan,Oxford,"1420 Lakeville Rd",0,0,0,0,0,N/A
2429875,"October 3, 2022",California,Phelan,"9292 Sheep Creek Rd",0,0,0,0,1,N/A
2430209,"October 3, 2022",Florida,Miami,"5950 NW 11th Ave",0,0,0,0,1,N/A
2430446,"October 1, 2022",Georgia,Statesboro,"1332 Southern Dr",0,0,0,0,3,N/A
2427775,"September 30, 2022",Oklahoma,Tulsa,"4929 N Peoria Ave",3,1,0,0,1,N/A
2427753,"September 30, 2022","New York",Newburgh,"201 Fullerton Ave",3,0,0,0,0,N/A
2427490,"September 30, 2022",Nevada,Sparks,"1350 Baring Blvd",0,0,0,0,2,N/A
2427532,"September 30, 2022",Virginia,Richmond,"900 block of McDowell Rd",1,0,0,0,0,N/A
2428668,"September 30, 2022","New Mexico","Santa Fe","2100 Yucca St",0,0,0,0,1,N/A
2429883,"September 30, 2022",Texas,Austin,"1201 Payton Gin Rd",0,0,0,0,1,N/A
2427745,"September 29, 2022",California,Tulare,"2975 Alpine Ave",0,0,0,0,0,N/A
2427321,"September 29, 2022",Washington,Edmonds,"7600 212th St SW",0,0,0,0,1,N/A
2427162,"September 29, 2022",Ohio,Columbus,"3080 Wicklow Rd",0,0,0,0,1,N/A
2426042,"September 28, 2022",California,Oakland,"8251 Fontaine St",5,1,0,0,0,N/A
2426249,"September 28, 2022",Indiana,Greenfield,"140 Polk St",0,0,0,0,2,N/A
2426016,"September 28, 2022",Tennessee,Nashville,"904 26th Ave N",0,0,0,0,1,N/A
2426525,"September 28, 2022","North Carolina",Weaverville,"890 Clarks Chapel Rd",0,0,0,0,1,N/A
2426199,"September 28, 2022",Indiana,"Fort Wayne","2201 Maplecrest Rd",0,0,0,0,0,N/A
2426574,"September 28, 2022",Pennsylvania,Williamsport,"884 W 4th St",0,1,0,0,1,N/A
2426451,"September 28, 2022","North Carolina",Middlesex,"13081 W Hanes Ave",0,0,0,0,1,N/A
2427145,"September 28, 2022",Georgia,Lagrange,"1920 Hamilton Rd",0,0,0,0,1,N/A
2437722,"September 28, 2022",California,Olivehurst,"4446 Olive Ave",0,0,0,0,2,N/A
2425108,"September 27, 2022",Indiana,Muncie,"801 N Walnut St",0,0,0,0,1,N/A
2427309,"September 27, 2022",Texas,"Deer Park","2920 Luella Ave",0,0,0,0,1,N/A
2425199,"September 27, 2022",Pennsylvania,Philadelphia,"6498 Ridge Ave",4,1,0,0,4,N/A
2427934,"September 27, 2022",Washington,"Moses Lake","900 Yonezawa Blvd",0,0,0,0,1,N/A
2426503,"September 27, 2022",Pennsylvania,Mechanicsburg,"100 E Elmwood Ave",0,0,0,0,1,N/A
2424589,"September 26, 2022",California,Fresno,"5445 N Palm Ave",0,0,0,0,1,N/A
2424019,"September 26, 2022",Georgia,Valdosta,"1400 block of Laura St",1,0,0,0,0,N/A
2424473,"September 26, 2022",Texas,Amarillo,"3001 SE 34th Ave",0,0,0,0,1,N/A
2424355,"September 26, 2022",Utah,"Salt Lake City","2166 S 1700 E",0,0,0,0,2,N/A
2424397,"September 26, 2022",Ohio,Youngstown,"W Wood St and Wick Ave",0,0,0,0,1,N/A
2425146,"September 26, 2022",Ohio,Wilberforce,"1400 Brush Row Rd",0,0,0,0,0,N/A
2430034,"September 26, 2022",Michigan,Oxford,"930 E Drahner Rd",0,0,0,0,0,N/A
2424950,"September 26, 2022",Maryland,Clinton,"6101 Garden Dr",0,0,0,0,1,N/A
2426501,"September 26, 2022",Texas,"San Antonio","9190 US-281 S",0,0,0,0,1,N/A
2427129,"September 26, 2022",Georgia,Valdosta,"1400 block of Weaver St",1,0,0,0,1,N/A
2423686,"September 24, 2022",Ohio,Toledo,"2200 Arlington Ave",0,0,0,0,2,N/A
2424570,"September 23, 2022",Texas,Dallas,"9449 Church Rd",0,0,0,0,1,N/A
2423761,"September 23, 2022",Texas,Dallas,"9449 Church Rd",0,0,0,0,1,N/A
2423013,"September 23, 2022",Ohio,Westerville,"303 S Otterbein Ave",0,0,0,0,1,N/A
2424370,"September 23, 2022",Ohio,Newark,"100 Hainsview Dr",0,0,0,0,0,N/A
2422470,"September 23, 2022",Minnesota,"Minneapolis (Richfield)","401 W 70th St",1,0,0,0,1,N/A
2425156,"September 23, 2022",Ohio,"Dayton (Huber Heights)","5400 Chambersburg Rd",0,0,0,0,1,N/A
2423431,"September 23, 2022",Michigan,"Mount Pleasant","1155 S Elizabeth St",0,0,0,0,1,N/A
2422034,"September 23, 2022","North Carolina","High Point","1 N University Pkwy",0,0,0,0,1,N/A
2422227,"September 23, 2022",Tennessee,Nashville,"904 26th Ave N",0,0,0,0,1,N/A
2422225,"September 22, 2022",Indiana,"South Bend","4747 W Washington St",0,0,0,0,1,N/A
2421583,"September 22, 2022",Utah,Vernal,"721 W 100 S",0,0,0,0,1,N/A
2421443,"September 22, 2022",Indiana,"Fort Wayne","9100 Winchester Rd",0,0,0,0,1,N/A
2428646,"September 22, 2022",Michigan,Bridgeport,"4691 Bearcat Blvd",0,0,0,0,1,N/A
2454669,"September 22, 2022",Arizona,Phoenix,"801 W Peoria Ave",0,0,0,0,1,N/A
2421335,"September 22, 2022",Texas,"Fort Worth","12350 Timberland Blvd",0,0,0,0,1,N/A
2427317,"September 22, 2022",Ohio,Toledo,"3020 Tremainsville Rd",0,0,0,0,1,N/A
2525910,"September 22, 2022","North Carolina","Saint Pauls","648 N Old Stage Rd",0,0,0,0,0,N/A
2421669,"September 22, 2022",Kentucky,Lexington,"2000 Winchester Rd",0,0,0,0,1,N/A
2421032,"September 21, 2022","South Carolina",Columbia,"1701 Westchester Dr",0,0,0,0,1,N/A
2420895,"September 21, 2022",Kentucky,Louisville,"6000 Brownsboro Rd",0,0,0,0,0,N/A
2421581,"September 21, 2022",Missouri,"Kansas City (North Kansas City)","620 E 23rd Ave",0,0,0,0,1,N/A
2421091,"September 21, 2022",Arizona,Tucson,"421 N Arcadia Ave",0,0,0,0,1,N/A
2421985,"September 21, 2022",Illinois,"West Chicago","326 Joliet St",0,0,0,0,1,N/A
2419732,"September 20, 2022",Tennessee,Chattanooga,"2500 Market St",0,0,0,0,1,N/A
2420080,"September 20, 2022",Iowa,Urbandale,"7111 NW Aurora Ave",0,0,0,0,1,N/A
2419765,"September 20, 2022",Virginia,Suffolk,"214 Kenyon Rd",0,0,0,0,1,N/A
2419813,"September 20, 2022",Ohio,Columbus,"4405 Scenic Dr",0,0,0,0,1,N/A
2419815,"September 20, 2022",Ohio,Columbus,"1500 E Broad St",0,0,0,0,1,N/A
2419831,"September 20, 2022",Ohio,"Canal Winchester","300 Washington Street",0,0,0,0,1,N/A
2420743,"September 20, 2022",Missouri,Independence,"2101 N Twyman Rd",0,0,0,0,1,N/A
2420720,"September 20, 2022",Georgia,Elberton,"600 Abernathy Cir",0,0,0,0,1,N/A
2420693,"September 20, 2022",Minnesota,Mankato,"1351 S Riverfront Dr",1,0,0,0,0,N/A
2420238,"September 20, 2022",Illinois,Maywood,"807 S 1st Ave",0,0,0,0,1,N/A
2421084,"September 20, 2022",Indiana,"South Bend","400 block of Teri St",0,0,0,0,1,N/A
2419520,"September 19, 2022",Florida,Stuart,"1400 SE Cove Rd",0,0,0,0,0,N/A
2419196,"September 19, 2022",Louisiana,Harvey,"2800 block of Manhattan Blvd",0,0,0,0,1,N/A
2419151,"September 19, 2022",Colorado,"Commerce City","7200 Quebec Pkwy",0,0,0,0,1,N/A
2419699,"September 19, 2022",Wisconsin,Janesville,"1649 S Chatham St",0,0,0,0,0,N/A
2418861,"September 19, 2022",Tennessee,Nashville,"401 Walton Ln",0,0,0,0,0,N/A
2424678,"September 19, 2022",Georgia,Douglasville,"8705 Campbellton St",0,0,0,0,1,N/A
2422582,"September 19, 2022",Mississippi,Philadelphia,"1000 St Francis Dr",0,0,0,0,2,N/A
2417805,"September 18, 2022",Arizona,Tucson,"1011 N Tyndall Ave",2,0,0,0,0,N/A
2417557,"September 17, 2022",Georgia,Augusta,"1701 15th St",2,0,0,0,2,N/A
2417316,"September 16, 2022",Texas,Bryan,"2751 N Earl Rudder Fwy",0,0,0,0,1,N/A
2418187,"September 16, 2022",Kentucky,Hopkinsville,"9503 Eagle Way",0,0,0,0,1,N/A
2419541,"September 16, 2022",Alabama,"Bay Minette","1 Tiger Dr",0,0,0,0,1,N/A
2428252,"September 16, 2022",Maine,Lewiston,"400 Bartlett St",0,0,0,0,0,N/A
2416439,"September 16, 2022","North Carolina",Williamston,"1260 Godwin Ave",0,0,0,0,1,N/A
2416431,"September 16, 2022","South Carolina",Charleston,"3080 River Village Crossing Dr",0,0,0,0,2,N/A
2418705,"September 16, 2022",Georgia,Lawrenceville,"2255 New Hope Rd",0,0,0,0,1,N/A
2416927,"September 16, 2022",Georgia,Augusta,"1339 Laney Walker Blvd",0,0,0,0,3,N/A
2419553,"September 16, 2022",Florida,Jacksonville,"5530 Firestone Rd",0,0,0,0,1,N/A
2416779,"September 16, 2022",Minnesota,Minneapolis,"1700 Girard Ave N",0,0,0,0,0,N/A
2417423,"September 16, 2022",Arkansas,Greenwood,"700 Mt Harmony Rd",0,0,0,0,0,N/A
2421172,"September 16, 2022",California,Manteca,"1700 Thomas St",0,0,0,0,0,N/A
2417342,"September 16, 2022",Texas,"Fort Worth (Everman)","1000 S Race St",0,0,0,0,2,N/A
2416521,"September 15, 2022",Nevada,"Las Vegas","3850 Annie Oakley Dr",0,0,0,0,1,N/A
2416977,"September 15, 2022",Arizona,Tucson,"545 N Camino Seco",0,0,0,0,1,N/A
2415584,"September 15, 2022",Maryland,Randallstown,"4000 Offutt Rd",0,0,0,0,1,N/A
2416150,"September 15, 2022","North Carolina",Monroe,"601 E Sunset Dr",0,0,0,0,0,N/A
2421095,"September 15, 2022",Pennsylvania,Allentown,"106 N 17th St",0,0,0,0,1,N/A
2414982,"September 14, 2022",Kentucky,Elkton,"806 S Main St",0,0,0,0,1,N/A
2415703,"September 14, 2022",Georgia,Augusta,"910 Russell St",0,0,0,0,1,N/A
2417008,"September 14, 2022",Nevada,"Carson City","110 Thompson St",0,0,0,0,1,N/A
2415388,"September 14, 2022",Ohio,Cleveland,"4600 Detroit Ave",0,0,0,0,3,N/A
2414571,"September 14, 2022",Florida,"Winter Park","2100 Summerfield Rd",0,0,0,0,1,N/A
2416171,"September 14, 2022",Texas,Frisco,"6901 Coit Rd",0,0,0,0,1,N/A
2415467,"September 14, 2022",Virginia,Norfolk,"Scott St and Trant Ave",0,0,0,0,2,N/A
2415416,"September 14, 2022",Florida,Tampa,"1701 North Blvd",0,0,0,0,1,N/A
2415376,"September 14, 2022",Ohio,Circleville,"1476 Lancaster Pike",0,0,0,0,1,N/A
2414845,"September 14, 2022",Tennessee,Ripley,"254 S Jefferson St",0,0,0,0,2,N/A
2414061,"September 13, 2022",Kentucky,"Louisville (Shively)","2501 Rockford Ln",0,0,0,0,0,N/A
2414059,"September 13, 2022",California,Vallejo,"840 Nebraska St",1,0,0,0,0,N/A
2414785,"September 13, 2022",Maryland,"Oxon Hill","6701 Leyte Dr",1,0,0,0,0,N/A
2414840,"September 13, 2022",Tennessee,Memphis,"1530 Dellwood Ave",0,0,0,0,1,N/A
2414143,"September 13, 2022",Florida,Tallahassee,"550 E Tennessee St",0,0,0,0,1,N/A
2414018,"September 13, 2022",Indiana,Bloomington,"900 W Gordon Pike",0,0,0,0,1,N/A
2414137,"September 13, 2022",Georgia,"Warner Robins","500 Johnson Rd",0,0,0,0,0,N/A
2414127,"September 13, 2022",Washington,Kennewick,"3520 Southridge Blvd",0,0,0,0,1,N/A
2413074,"September 12, 2022",Virginia,Woodbridge,"15201 Neabsco Mills Rd",0,0,0,0,2,N/A
2412964,"September 12, 2022",Texas,"Corpus Christi","3900 Hamlin Dr",0,0,0,0,0,N/A
2413802,"September 12, 2022","North Carolina",Marshville,"100 Forest Hills School Rd S",0,0,0,0,1,N/A
2415599,"September 12, 2022",Maryland,Essex,"1801 Turkey Point Rd",0,0,0,0,2,N/A
2411110,"September 9, 2022",Wisconsin,Milwaukee,"4300 block of W Capitol Dr",1,0,0,0,0,N/A
2410975,"September 9, 2022",Texas,"Corpus Christi","4001 Wildcat Dr",0,0,0,0,1,N/A
2410960,"September 9, 2022","South Carolina",Seabrook,"169 State Hwy S 7-549",0,0,0,0,1,N/A
2411589,"September 9, 2022",Texas,Texarkana,"4001 Summerhill Rd",0,0,0,0,1,N/A
2411489,"September 9, 2022",Florida,Tallahassee,"1717 W Tharpe St",0,0,0,0,1,N/A
2415361,"September 9, 2022",Ohio,Euclid,"711 E 222nd St",0,0,0,0,4,N/A
2410709,"September 9, 2022","West Virginia","Saint Albans","2100 Kanawha Terrace",0,0,0,0,1,N/A
2410059,"September 8, 2022",Missouri,Vandalia,"2122 Audrain Rd 557",0,0,0,0,0,N/A
2410725,"September 8, 2022",Florida,Mascotte,"513 Albrook St",0,0,0,0,1,N/A
2409745,"September 8, 2022",Florida,Miami,"11100 block of NW 8th Ave",2,0,0,0,1,N/A
2410393,"September 8, 2022",Maryland,Baltimore,"2801 N Dukeland St",0,0,0,0,1,N/A
2410743,"September 8, 2022",Virginia,Suffolk,"5505 Godwin Blvd",0,0,0,0,1,N/A
2410187,"September 8, 2022",Arkansas,"El Dorado","2000 Wildcat Dr",0,0,0,0,0,N/A
2409203,"September 7, 2022",Michigan,Muskegon,"1150 Amity Ave",0,0,0,0,1,N/A
2409350,"September 7, 2022","New York","Rochester (Greece)","750 Maiden Ln",0,0,0,0,1,N/A
2414792,"September 7, 2022",Georgia,Springfield,"1589 GA-119",0,0,0,0,0,N/A
2408757,"September 7, 2022",Michigan,Southfield,"24675 Lahser Rd",0,0,0,0,1,N/A
2410526,"September 7, 2022",Florida,Tampa,"3915 E 21st Ave",0,0,0,0,1,N/A
2408080,"September 6, 2022",Tennessee,Nashville,"160 Antioch Pike",0,0,0,0,1,N/A
2408994,"September 6, 2022",Tennessee,Chattanooga,"2100 Glass St",0,0,0,0,0,N/A
2408874,"September 6, 2022",Ohio,Columbus,"923 S James Rd",0,0,0,0,1,N/A
2407883,"September 6, 2022",Alabama,Daphne,"1030 Stanton Rd",0,0,0,0,0,N/A
2408746,"September 6, 2022",Texas,Brownsville,"3700 Heritage Trl",0,0,0,0,1,N/A
2409640,"September 6, 2022",Arizona,Chandler,"3000 N Alma School Rd",0,0,0,0,2,N/A
2408572,"September 6, 2022",Colorado,Denver,"3333 Regis Blvd",0,0,0,0,0,N/A
2406582,"September 4, 2022","North Carolina",Greenville,"E 5th St",0,0,0,0,0,N/A
2408398,"September 4, 2022",Indiana,Muncie,"304 N College Ave",0,0,0,0,3,N/A
2408075,"September 3, 2022",Delaware,Dover,"1200 N Dupont Hwy",2,0,0,0,0,N/A
2405127,"September 2, 2022",Kansas,Wichita,"2301 E Douglas Ave",0,0,0,0,1,N/A
2405118,"September 2, 2022",Texas,"Wichita Falls","3807 Kemp Blvd",0,0,0,0,1,N/A
2405083,"September 2, 2022","South Carolina",Columbia,"120 Sparkleberry Ln",0,0,0,0,1,N/A
2409020,"September 2, 2022",Texas,Arlington,"3000 S Fielder Rd",0,0,0,0,1,N/A
2408793,"September 2, 2022",Georgia,Canton,"930 Marietta Hwy",0,0,0,0,0,N/A
2405467,"September 2, 2022",Maryland,Baltimore,"3500 Hillen Rd",0,1,0,0,1,N/A
2406217,"September 2, 2022",Florida,Deland,"260 E Euclid Ave",0,0,0,0,0,N/A
2409178,"September 2, 2022",Mississippi,Gautier,"4307 Gautier Vancleave Rd",0,0,0,0,2,N/A
2404984,"September 1, 2022",Michigan,"Auburn Hills","2800 Waukegan St",0,0,0,0,1,N/A
2404120,"September 1, 2022","North Carolina",Durham,"3727 Fayetteville Rd",0,0,0,0,2,N/A
2404019,"September 1, 2022",Kentucky,Phelps,"11580 Phelps 632 Rd",0,0,0,0,1,N/A
2420823,"September 1, 2022","North Carolina",Knightdale,"100 Bryan Chalk Ln",0,0,0,0,1,N/A
2403146,"August 31, 2022",Texas,"Corpus Christi","1102 Villarreal Dr",0,0,0,0,0,N/A
2404073,"August 31, 2022","South Carolina","Rock Hill","320 W Springdale Rd",0,0,0,0,0,N/A
2403127,"August 31, 2022",Pennsylvania,Pittsburgh,"590 Crane Ave",0,0,0,0,1,N/A
2403018,"August 31, 2022",Nebraska,Omaha,"2606 Hamilton St",0,0,0,0,1,N/A
2402985,"August 31, 2022",Georgia,Carnesville,"485 Turkey Creek Rd",0,0,0,0,1,N/A
2403713,"August 31, 2022",Nevada,Henderson,"400 Palo Verde Ave",0,0,0,0,1,N/A
2405558,"August 31, 2022",Arizona,"San Tan Valley","35900 N Charbray Dr",0,0,0,0,0,N/A
2403655,"August 31, 2022",Ohio,"Grove City","3811 Hoover Rd",0,0,0,0,0,N/A
2403440,"August 31, 2022",Louisiana,Pineville,"1511 Line St",0,0,0,0,0,N/A
2403344,"August 31, 2022",Florida,Tampa,"5000 N Central Ave",0,0,0,0,1,N/A
2403016,"August 31, 2022",Nebraska,Omaha,"4519 S 24th St",0,0,0,0,1,N/A
2402421,"August 30, 2022",Tennessee,Hendersonville,"3126 Long Hollow Pike",0,0,0,0,0,N/A
2402496,"August 30, 2022",Texas,Kingwood,"4015 Woodland Hills Dr",0,0,0,0,1,N/A
2402189,"August 30, 2022",Kentucky,Louisville,"2811 Duncan St",0,0,0,0,1,N/A
2402908,"August 30, 2022",Colorado,Clifton,"3276 F Rd",0,0,0,0,0,N/A
2401857,"August 30, 2022",California,"Santa Rosa","4320 Ursuline Rd",0,0,0,0,3,N/A
2401788,"August 30, 2022",Kansas,Mcpherson,"801 E 1st St",0,0,0,0,0,N/A
2402821,"August 30, 2022",Kansas,Wichita,"5301 N Hillside St",0,0,0,0,1,N/A
2402664,"August 30, 2022","South Carolina","Rock Hill","4757 Mt Gallant Rd",0,0,0,0,1,N/A
2402567,"August 30, 2022",Arkansas,Sherwood,"484 Bear Paw Rd",0,0,0,0,1,N/A
2405215,"August 30, 2022",Mississippi,Senatobia,"221 Warrior Dr",0,0,0,0,0,N/A
2405213,"August 30, 2022",Texas,Beaumont,"8750 Phelan Blvd",0,0,0,0,1,N/A
2403371,"August 30, 2022","South Carolina",Columbia,"2219 Barhamville Rd",0,0,0,0,1,N/A
2402730,"August 30, 2022",Texas,Tyler,"3535 Lion Ln",0,0,0,0,1,N/A
2402219,"August 29, 2022",California,Arvin,"900 Varsity Rd",0,0,0,0,1,N/A
2401105,"August 29, 2022","South Carolina","Rock Hill","801 Neely Rd",0,0,0,0,1,N/A
2402046,"August 29, 2022",Tennessee,Jackson,"84 Harts Bridge Rd",0,0,0,0,1,N/A
2402009,"August 29, 2022",Arizona,Cochise,"5025 N Bowie Ave",0,0,0,0,0,N/A
2400942,"August 29, 2022",Maryland,"District Heights","5200 Silver Hill Rd #2086",0,0,0,0,1,N/A
2400950,"August 29, 2022",Maryland,"District Heights","5200 Silver Hill Rd #2086",0,0,0,0,1,N/A
2401807,"August 29, 2022",Kansas,Wichita,"820 S Osage St",0,0,0,0,1,N/A
2400919,"August 29, 2022",Oklahoma,Bethany,"7210 NW 39th Expy",0,0,0,0,1,N/A
2401673,"August 29, 2022",Florida,Alachua,"16401 NW 140th St",0,0,0,0,1,N/A
2401593,"August 29, 2022",Louisiana,Delcambre,"601 W Main St",0,0,0,0,1,N/A
2401110,"August 29, 2022",California,Oakland,"400 Capistrano Dr",1,0,0,0,1,N/A
2401805,"August 29, 2022",Michigan,Dowagiac,"57072 Riverside Dr",0,0,0,0,1,N/A
2403135,"August 27, 2022",Indiana,"Fort Wayne","475 E State Blvd",0,0,0,0,1,N/A
2399318,"August 27, 2022",Missouri,"Saint Louis (Wellston)","6701 St Charles Rock Rd",0,0,0,0,1,N/A
2400974,"August 27, 2022",Tennessee,Knoxville,"529 Academy Way",0,0,0,0,1,N/A
2399765,"August 27, 2022",Florida,"West Palm Beach","2600 N Military Trail",0,0,0,0,1,N/A
2398748,"August 26, 2022","South Carolina",Anderson,"2600 N Hwy 81",0,0,0,0,1,N/A
2399307,"August 26, 2022",Missouri,"Kansas City","6720 NW 64th St",0,0,0,0,1,N/A
2399196,"August 26, 2022",Texas,Odessa,"1800 E 42nd St",0,0,0,0,1,N/A
2402934,"August 26, 2022",Indiana,Muncie,"2100 S Franklin St",0,0,0,0,1,N/A
2401801,"August 26, 2022",Georgia,Hephzibah,"4558 Brothersville Rd",0,0,0,0,1,N/A
2401747,"August 26, 2022",Florida,Tallahassee,"601 Paul Russell Rd",0,0,0,0,1,N/A
2399832,"August 26, 2022",Florida,Homestead,"305 NE 2nd Rd",0,0,0,0,1,N/A
2398701,"August 25, 2022","South Carolina","Goose Creek","1137 Red Bank Rd",0,0,0,0,0,N/A
2398675,"August 25, 2022","North Dakota",Bismarck,"3315 University Dr",0,0,0,0,2,N/A
2397552,"August 25, 2022",Indiana,Greenwood,"Providence Dr and Winterwood Dr",0,1,0,0,1,N/A
2397604,"August 25, 2022",Tennessee,Nashville,"123 Douglas Ave",0,0,0,0,1,N/A
2397607,"August 25, 2022",Tennessee,"Whites Creek","7277 Old Hickory Blvd",0,0,0,0,3,N/A
2400263,"August 25, 2022",Colorado,"Littleton (Lakewood)","100 S Kipling St",0,0,0,0,0,N/A
2401257,"August 25, 2022","North Carolina",Matthews,"1810 Matthews Mint Hill Rd",0,0,0,0,0,N/A
2397661,"August 25, 2022","New Mexico",Eunice,"1720 Ave K",0,0,0,0,1,N/A
2397217,"August 25, 2022",Louisiana,"Dry Prong","17779 US-167",0,0,0,0,1,N/A
2397625,"August 25, 2022",Arizona,"Queen Creek","41800 N Barnes Pkwy",0,0,0,0,1,N/A
2397487,"August 24, 2022",Arizona,Tucson,"1303 E University Blvd",0,0,0,0,1,N/A
2397249,"August 24, 2022",Ohio,Marysville,"800 Amrine Mill Rd",0,0,0,0,1,N/A
2395800,"August 23, 2022",Virginia,Danville,"701 Broad St",0,0,0,0,1,N/A
2395978,"August 23, 2022",Kentucky,Louisville,"3510 Goldsmith Ln",0,0,0,0,1,N/A
2395859,"August 23, 2022",Oklahoma,Choctaw,"14300 NE 10th St",0,0,0,0,2,N/A
2396035,"August 23, 2022",Ohio,Toledo,"707 Woodsdale Ave",0,0,0,0,1,N/A
2396465,"August 23, 2022",Florida,Tampa,"5000 N Central Ave",0,0,0,0,1,N/A
2396998,"August 22, 2022",Ohio,Canton,"2300 Schneider St NE",0,0,0,0,1,N/A
2396025,"August 22, 2022",California,Merced,"3076 E Childs Ave",0,0,0,0,0,N/A
2395045,"August 22, 2022",Texas,"Corpus Christi","1818 Trojan Dr",0,0,0,0,2,N/A
2396675,"August 22, 2022",Oklahoma,Tulsa,"12150 E 11th St",0,0,0,0,2,N/A
2394454,"August 22, 2022","South Carolina","West Columbia","1315 Boston Ave",0,0,0,0,1,N/A
